name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
COMMD9,SVs,0,1,1,COMM domain containing 9,0.00489409,Strong selection
COMT,SVs,0,1,1,catechol-O-methyltransferase,0.00136061,Strong selection
COP1,SVs,1,1,1,COP1 E3 ubiquitin ligase,0.154705,Extreme selection
COPA,SVs,1,1,1,COPI coat complex subunit alpha,0.196143,Extreme selection
COPB1,SVs,1,0,1,COPI coat complex subunit beta 1,0.163082,Extreme selection
COPG1,SVs,1,1,0,COPI coat complex subunit gamma 1,0.0429367,Extreme selection
COPG2,SVs,0,1,1,COPI coat complex subunit gamma 2,0.0173874,Extreme selection
COPRS,SVs,0,0,1,coordinator of PRMT5 and differentiation stimulator,0.00401673,Strong selection
COPS2,SVs,0,0,1,COP9 signalosome subunit 2,0.673626,Extreme selection
COPS4,SVs,0,0,1,COP9 signalosome subunit 4,0.269147,Extreme selection
COPS7A,SVs,0,0,1,COP9 signalosome subunit 7A,0.0393197,Extreme selection
COPS8,SVs,1,1,0,COP9 signalosome subunit 8,0.0321423,Extreme selection
COPS9,SVs,0,1,0,COP9 signalosome subunit 9,0.0056356,Strong selection
COPZ1,SVs,0,1,0,COPI coat complex subunit zeta 1,0.0941026,Extreme selection
COPZ2,SVs,1,1,0,COPI coat complex subunit zeta 2,0.0024361,Strong selection
COQ10A,SVs,0,1,0,coenzyme Q10A,0.00330861,Strong selection
COQ2,SVs,0,0,1,coenzyme Q2%2C polyprenyltransferase,8.7777e-4,Weak selection
COQ4,SVs,1,0,0,coenzyme Q4,0.00148689,Strong selection
COQ7,SVs,0,1,0,coenzyme Q7%2C hydroxylase,0.00101597,Strong selection
COQ8A,SVs,0,1,0,coenzyme Q8A,0.00231983,Strong selection
COQ8B,SVs,1,0,0,coenzyme Q8B,0.00285888,Strong selection
CORIN,SVs,1,1,1,corin%2C serine peptidase,5.0988e-4,Weak selection
CORO1C,SVs,0,1,0,coronin 1C,0.134118,Extreme selection
CORO2A,SVs,1,1,1,coronin 2A,0.00755607,Strong selection
CORO2B,SVs,1,0,1,coronin 2B,0.0597972,Extreme selection
CORO7,SVs,0,1,0,coronin 7,0.00159526,Strong selection
CORO7-PAM16,SVs,0,1,0,CORO7-PAM16 readthrough,0.00286352,Strong selection
CORT,SVs,0,1,0,cortistatin,0.00246257,Strong selection
COTL1,SVs,1,1,0,coactosin like F-actin binding protein 1,0.0106786,Extreme selection
COX10,SVs,0,1,1,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,0.0147802,Extreme selection
COX11,SVs,0,1,0,cytochrome c oxidase copper chaperone COX11,0.0118479,Extreme selection
COX14,SVs,0,0,1,cytochrome c oxidase assembly factor COX14,0.0116645,Extreme selection
COX16,SVs,0,0,1,cytochrome c oxidase assembly factor COX16,0.0025107,Strong selection
COX20,SVs,0,1,0,cytochrome c oxidase assembly factor COX20,0.00259653,Strong selection
COX5A,SVs,0,1,0,cytochrome c oxidase subunit 5A,0.0215082,Extreme selection
COX6A2,SVs,0,0,1,cytochrome c oxidase subunit 6A2,0.00321083,Strong selection
COX6C,SVs,0,0,1,cytochrome c oxidase subunit 6C,0.00604173,Strong selection
COX7A2,SVs,0,0,1,cytochrome c oxidase subunit 7A2,0.00521458,Strong selection
COX7A2L,SVs,0,1,0,cytochrome c oxidase subunit 7A2 like,0.00306381,Strong selection
COX7B2,SVs,0,0,1,cytochrome c oxidase subunit 7B2,0.00121312,Strong selection
COX8A,SVs,0,0,1,cytochrome c oxidase subunit 8A,0.00722889,Strong selection
CP,SVs,0,1,1,ceruloplasmin,0.00439172,Strong selection
CPA2,SVs,0,1,0,carboxypeptidase A2,7.8384e-4,Weak selection
CPA4,SVs,1,0,1,carboxypeptidase A4,0.00144993,Strong selection
CPA6,SVs,1,1,1,carboxypeptidase A6,9.202e-4,Weak selection
CPAMD8,SVs,0,0,1,C3 and PZP like alpha-2-macroglobulin domain containing 8,0.00149781,Strong selection
CPB2,SVs,0,0,1,carboxypeptidase B2,0.0024049,Strong selection
CPD,SVs,0,0,1,carboxypeptidase D,0.0401565,Extreme selection
CPE,SVs,0,1,0,carboxypeptidase E,0.0317414,Extreme selection
CPEB1,SVs,0,1,1,cytoplasmic polyadenylation element binding protein 1,0.200965,Extreme selection
CPEB2,SVs,0,1,0,cytoplasmic polyadenylation element binding protein 2,0.175722,Extreme selection
CPEB3,SVs,0,1,0,cytoplasmic polyadenylation element binding protein 3,0.240676,Extreme selection
CPEB4,SVs,0,0,1,cytoplasmic polyadenylation element binding protein 4,0.159144,Extreme selection
CPED1,SVs,0,1,1,cadherin like and PC-esterase domain containing 1,7.9877e-4,Weak selection
CPLANE1,SVs,1,1,1,ciliogenesis and planar polarity effector complex subunit 1,0.00346398,Strong selection
CPLX1,SVs,1,1,1,complexin 1,0.0133049,Extreme selection
CPLX4,SVs,1,1,1,complexin 4,0.00179525,Strong selection
CPM,SVs,1,1,1,carboxypeptidase M,0.00725593,Strong selection
CPN1,SVs,1,1,0,carboxypeptidase N subunit 1,0.00252293,Strong selection
CPNE1,SVs,0,0,1,copine 1,0.0021807,Strong selection
CPNE2,SVs,0,1,0,copine 2,0.0343426,Extreme selection
CPNE3,SVs,1,0,1,copine 3,8.3997e-4,Weak selection
CPNE4,SVs,1,1,1,copine 4,0.057419,Extreme selection
CPNE5,SVs,1,1,0,copine 5,0.0519847,Extreme selection
CPNE7,SVs,4,1,1,copine 7,0.00173202,Strong selection
CPNE8,SVs,1,1,1,copine 8,0.046878,Extreme selection
CPO,SVs,0,1,1,carboxypeptidase O,0.00110048,Strong selection
CPOX,SVs,0,3,1,coproporphyrinogen oxidase,0.0314115,Extreme selection
CPPED1,SVs,1,1,4,calcineurin like phosphoesterase domain containing 1,9.2947e-4,Weak selection
CPQ,SVs,1,1,1,carboxypeptidase Q,0.00107825,Strong selection
CPS1,SVs,0,1,0,carbamoyl-phosphate synthase 1,0.0268703,Extreme selection
CPSF2,SVs,0,1,1,cleavage and polyadenylation specific factor 2,0.0178077,Extreme selection
CPSF3,SVs,0,0,1,cleavage and polyadenylation specific factor 3,0.019298,Extreme selection
CPSF4,SVs,0,0,1,cleavage and polyadenylation specific factor 4,0.0394865,Extreme selection
CPSF4L,SVs,1,1,0,cleavage and polyadenylation specific factor 4 like,6.3754e-4,Weak selection
CPSF6,SVs,0,1,1,cleavage and polyadenylation specific factor 6,0.48637,Extreme selection
CPT1B,SVs,0,1,0,carnitine palmitoyltransferase 1B,0.00252843,Strong selection
CPTP,SVs,0,1,1,ceramide-1-phosphate transfer protein,0.00180471,Strong selection
CPVL,SVs,0,1,1,carboxypeptidase vitellogenic like,4.8773e-4,Weak selection
CPXM1,SVs,0,1,0,carboxypeptidase X%2C M14 family member 1,0.00779631,Strong selection
CPXM2,SVs,0,1,1,carboxypeptidase X%2C M14 family member 2,9.2786e-4,Weak selection
CPZ,SVs,1,1,1,carboxypeptidase Z,5.2006e-4,Weak selection
CR1,SVs,0,1,4,complement C3b/C4b receptor 1 (Knops blood group),8.5454e-4,Weak selection
CR1L,SVs,0,0,1,complement C3b/C4b receptor 1 like,0.00103253,Strong selection
CR2,SVs,0,1,1,complement C3d receptor 2,0.00302098,Strong selection
CRACD,SVs,1,1,1,capping protein inhibiting regulator of actin dynamics,0.0277672,Extreme selection
CRACDL,SVs,0,1,1,CRACD like,0.14987,Extreme selection
CRACR2A,SVs,1,0,0,calcium release activated channel regulator 2A,0.00176003,Strong selection
CRACR2B,SVs,0,0,1,calcium release activated channel regulator 2B,0.00110073,Strong selection
CRADD,SVs,1,1,1,CASP2 and RIPK1 domain containing adaptor with death domain,0.00182635,Strong selection
CRAMP1,SVs,0,1,1,cramped chromatin regulator homolog 1,0.0508894,Extreme selection
CRB1,SVs,1,1,1,crumbs cell polarity complex component 1,0.00196678,Strong selection
CRB3,SVs,0,1,0,crumbs cell polarity complex component 3,0.0171953,Extreme selection
CRCP,SVs,1,1,1,CGRP receptor component,9.7384e-4,Weak selection
CREB1,SVs,0,1,1,cAMP responsive element binding protein 1,0.382007,Extreme selection
CREB3L2,SVs,1,1,1,cAMP responsive element binding protein 3 like 2,0.0153831,Extreme selection
CREB3L3,SVs,1,0,1,cAMP responsive element binding protein 3 like 3,0.00285935,Strong selection
CREB5,SVs,1,1,1,cAMP responsive element binding protein 5,0.0794872,Extreme selection
CREBBP,SVs,1,1,1,CREB binding protein,0.649322,Extreme selection
CREBL2,SVs,1,0,1,cAMP responsive element binding protein like 2,0.108928,Extreme selection
CREBRF,SVs,1,1,1,CREB3 regulatory factor,0.304306,Extreme selection
CREG1,SVs,0,0,1,cellular repressor of E1A stimulated genes 1,0.00168933,Strong selection
CREG2,SVs,0,0,1,cellular repressor of E1A stimulated genes 2,0.001088,Strong selection
CRELD1,SVs,0,0,1,cysteine rich with EGF like domains 1,0.00699098,Strong selection
CRELD2,SVs,0,1,0,cysteine rich with EGF like domains 2,0.00294175,Strong selection
CREM,SVs,0,1,0,cAMP responsive element modulator,0.0582091,Extreme selection
CRHBP,SVs,0,0,1,corticotropin releasing hormone binding protein,0.0363198,Extreme selection
CRHR1,SVs,0,1,0,corticotropin releasing hormone receptor 1,0.0219992,Extreme selection
CRHR2,SVs,0,1,0,corticotropin releasing hormone receptor 2,7.5001e-4,Weak selection
CRIM1,SVs,1,1,1,cysteine rich transmembrane BMP regulator 1,0.0898313,Extreme selection
CRIP2,SVs,0,1,4,cysteine rich protein 2,0.00178666,Strong selection
CRIP3,SVs,0,2,1,cysteine rich protein 3,0.00128384,Strong selection
CRIPT,SVs,0,1,0,CXXC repeat containing interactor of PDZ3 domain,0.00559305,Strong selection
CRIPTO,SVs,1,4,0,cripto%2C EGF-CFC family member,0.00198738,Strong selection
CRISP1,SVs,1,0,1,cysteine rich secretory protein 1,7.7801e-4,Weak selection
CRISPLD1,SVs,0,1,1,cysteine rich secretory protein LCCL domain containing 1,0.0153362,Extreme selection
CRISPLD2,SVs,0,0,1,cysteine rich secretory protein LCCL domain containing 2,0.0057281,Strong selection
CRK,SVs,1,0,1,CRK proto-oncogene%2C adaptor protein,0.180285,Extreme selection
CRKL,SVs,0,0,1,CRK like proto-oncogene%2C adaptor protein,0.103021,Extreme selection
CRLF1,SVs,0,0,1,cytokine receptor like factor 1,0.00815528,Strong selection
CRLF2,SVs,0,0,1,cytokine receptor like factor 2,0.00320385,Strong selection
CRLF3,SVs,0,0,1,cytokine receptor like factor 3,0.0336349,Extreme selection
CRLS1,SVs,0,1,1,cardiolipin synthase 1,0.00673269,Strong selection
CRMP1,SVs,0,1,1,collapsin response mediator protein 1,0.0644877,Extreme selection
CRNKL1,SVs,0,0,1,crooked neck pre-mRNA splicing factor 1,0.0405948,Extreme selection
CROCC,SVs,0,1,1,ciliary rootlet coiled-coil%2C rootletin,0.00738252,Strong selection
CROCC2,SVs,0,1,4,ciliary rootlet coiled-coil%2C rootletin family member 2,8.2825e-4,Weak selection
CROT,SVs,0,0,1,carnitine O-octanoyltransferase,5.1275e-4,Weak selection
CRPPA,SVs,1,1,1,CDP-L-ribitol pyrophosphorylase A,0.00775926,Strong selection
CRTAC1,SVs,0,0,1,cartilage acidic protein 1,0.0138162,Extreme selection
CRTC1,SVs,0,0,1,CREB regulated transcription coactivator 1,0.103658,Extreme selection
CRTC3,SVs,1,1,1,CREB regulated transcription coactivator 3,0.0731534,Extreme selection
CRX,SVs,0,0,1,cone-rod homeobox,0.0450635,Extreme selection
CRY1,SVs,0,4,0,cryptochrome circadian regulator 1,0.0230097,Extreme selection
CRYAA,SVs,1,1,1,crystallin alpha A,0.0229279,Extreme selection
CRYBA1,SVs,0,1,0,crystallin beta A1,0.0195361,Extreme selection
CRYBA4,SVs,0,1,0,crystallin beta A4,0.00122177,Strong selection
CRYBB1,SVs,0,1,1,crystallin beta B1,0.0115525,Extreme selection
CRYBG1,SVs,1,1,1,crystallin beta-gamma domain containing 1,0.00173015,Strong selection
CRYBG2,SVs,0,1,0,crystallin beta-gamma domain containing 2,0.00326384,Strong selection
CRYGC,SVs,0,0,1,crystallin gamma C,0.00354301,Strong selection
CRYGD,SVs,0,0,1,crystallin gamma D,9.7244e-4,Weak selection
CRYL1,SVs,0,1,0,crystallin lambda 1,0.00182776,Strong selection
CRYM,SVs,0,0,1,crystallin mu,0.0059431,Strong selection
CRYZ,SVs,0,1,1,crystallin zeta,0.00132534,Strong selection
CS,SVs,0,1,1,citrate synthase,0.172253,Extreme selection
CSDC2,SVs,0,1,0,cold shock domain containing C2,0.0179608,Extreme selection
CSE1L,SVs,0,0,1,chromosome segregation 1 like,0.206159,Extreme selection
CSF1,SVs,0,0,1,colony stimulating factor 1,0.0892372,Extreme selection
CSF1R,SVs,0,0,1,colony stimulating factor 1 receptor,0.036085,Extreme selection
CSF2RA,SVs,0,0,1,colony stimulating factor 2 receptor subunit alpha,0.00947394,Strong selection
CSF2RB,SVs,0,1,0,colony stimulating factor 2 receptor subunit beta,0.0308749,Extreme selection
CSF3,SVs,0,1,0,colony stimulating factor 3,0.034367,Extreme selection
CSGALNACT1,SVs,1,1,1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,0.00899425,Strong selection
CSGALNACT2,SVs,0,1,1,chondroitin sulfate N-acetylgalactosaminyltransferase 2,0.0438788,Extreme selection
CSH1,SVs,0,4,1,chorionic somatomammotropin hormone 1,0.0228349,Extreme selection
CSK,SVs,0,0,1,C-terminal Src kinase,0.267573,Extreme selection
CSMD1,SVs,1,4,1,CUB and Sushi multiple domains 1,0.0863817,Extreme selection
CSMD3,SVs,1,1,1,CUB and Sushi multiple domains 3,0.0504967,Extreme selection
CSN2,SVs,0,0,1,casein beta,0.00173326,Strong selection
CSN3,SVs,0,0,1,casein kappa,0.00203544,Strong selection
CSNK1A1,SVs,1,1,1,casein kinase 1 alpha 1,0.305318,Extreme selection
CSNK1D,SVs,1,0,0,casein kinase 1 delta,0.226723,Extreme selection
CSNK1E,SVs,0,0,1,casein kinase 1 epsilon,0.300966,Extreme selection
CSNK1G1,SVs,1,1,1,casein kinase 1 gamma 1,0.153427,Extreme selection
CSNK1G2,SVs,0,1,1,casein kinase 1 gamma 2,0.250485,Extreme selection
CSNK1G3,SVs,1,1,0,casein kinase 1 gamma 3,0.191246,Extreme selection
CSNK2A1,SVs,0,1,1,casein kinase 2 alpha 1,0.166458,Extreme selection
CSNK2A2,SVs,0,1,0,casein kinase 2 alpha 2,0.293916,Extreme selection
CSNK2A3,SVs,0,0,1,casein kinase 2 alpha 3,0.0268194,Extreme selection
CSNK2B,SVs,0,0,1,casein kinase 2 beta,0.25117,Extreme selection
CSPG4,SVs,0,0,1,chondroitin sulfate proteoglycan 4,0.0272741,Extreme selection
CSPG5,SVs,0,1,0,chondroitin sulfate proteoglycan 5,0.0239115,Extreme selection
CSPP1,SVs,1,0,1,centrosome and spindle pole associated protein 1,0.00257705,Strong selection
CSRNP2,SVs,0,0,1,cysteine and serine rich nuclear protein 2,0.124406,Extreme selection
CSRNP3,SVs,1,1,1,cysteine and serine rich nuclear protein 3,0.080348,Extreme selection
CSRP2,SVs,0,1,1,cysteine and glycine rich protein 2,0.00315685,Strong selection
CSRP3,SVs,0,0,1,cysteine and glycine rich protein 3,0.00575941,Strong selection
CST1,SVs,0,1,0,cystatin SN,0.00164405,Strong selection
CST4,SVs,0,0,1,cystatin S,0.00118126,Strong selection
CST7,SVs,1,0,1,cystatin F,7.8242e-4,Weak selection
CST9,SVs,0,1,0,cystatin 9,0.00225784,Strong selection
CSTB,SVs,0,1,1,cystatin B,0.00359385,Strong selection
CSTF1,SVs,0,1,0,cleavage stimulation factor subunit 1,0.130004,Extreme selection
CSTF2,SVs,0,3,0,cleavage stimulation factor subunit 2,0.507013,Extreme selection
CSTF3,SVs,0,1,1,cleavage stimulation factor subunit 3,0.0912923,Extreme selection
CSTPP1,SVs,0,1,1,centriolar satellite-associated tubulin polyglutamylase complex regulator 1,0.00111432,Strong selection
CT47B1,SVs,1,0,4,cancer/testis antigen family 47 member B1,0.0116012,Extreme selection
CT55,SVs,0,1,0,cancer/testis antigen 55,0.0266023,Extreme selection
CTBP1,SVs,1,0,1,C-terminal binding protein 1,0.186035,Extreme selection
CTBS,SVs,0,0,1,chitobiase,0.00193095,Strong selection
CTC1,SVs,0,1,1,CST telomere replication complex component 1,0.00788653,Strong selection
CTCF,SVs,1,0,1,CCCTC-binding factor,0.377479,Extreme selection
CTCFL,SVs,0,0,1,CCCTC-binding factor like,0.0241379,Extreme selection
CTDP1,SVs,0,1,1,CTD phosphatase subunit 1,0.0486932,Extreme selection
CTDSP2,SVs,0,1,0,CTD small phosphatase 2,0.0508671,Extreme selection
CTDSPL,SVs,0,1,1,CTD small phosphatase like,0.0371737,Extreme selection
CTDSPL2,SVs,1,1,1,CTD small phosphatase like 2,0.253494,Extreme selection
CTH,SVs,1,1,0,cystathionine gamma-lyase,0.00419615,Strong selection
CTHRC1,SVs,0,0,1,collagen triple helix repeat containing 1,0.00349817,Strong selection
CTIF,SVs,0,1,1,cap binding complex dependent translation initiation factor,0.207292,Extreme selection
CTNNA1,SVs,0,1,1,catenin alpha 1,0.0669168,Extreme selection
CTNNA2,SVs,1,1,1,catenin alpha 2,0.0752254,Extreme selection
CTNNA3,SVs,1,1,1,catenin alpha 3,0.00167193,Strong selection
CTNNB1,SVs,0,1,0,catenin beta 1,0.445594,Extreme selection
CTNNBIP1,SVs,1,0,0,catenin beta interacting protein 1,0.0236555,Extreme selection
CTNNBL1,SVs,1,1,1,catenin beta like 1,0.0565054,Extreme selection
CTNND1,SVs,0,0,3,catenin delta 1,0.206731,Extreme selection
CTNND2,SVs,1,4,1,catenin delta 2,0.276087,Extreme selection
CTNS,SVs,0,1,0,cystinosin%2C lysosomal cystine transporter,0.00119671,Strong selection
CTPS1,SVs,0,1,1,CTP synthase 1,0.143312,Extreme selection
CTPS2,SVs,0,1,0,CTP synthase 2,0.0868764,Extreme selection
CTRB2,SVs,0,0,4,chymotrypsinogen B2,0.00259263,Strong selection
CTSB,SVs,0,1,0,cathepsin B,0.00536118,Strong selection
CTSC,SVs,1,0,1,cathepsin C,0.00194551,Strong selection
CTSD,SVs,0,0,1,cathepsin D,0.0320161,Extreme selection
CTSH,SVs,0,1,0,cathepsin H,0.00252267,Strong selection
CTSO,SVs,1,4,0,cathepsin O,8.0851e-4,Weak selection
CTSS,SVs,0,0,1,cathepsin S,0.0267723,Extreme selection
CTTN,SVs,1,0,0,cortactin,0.0834865,Extreme selection
CTTNBP2,SVs,0,1,1,cortactin binding protein 2,0.0111915,Extreme selection
CTTNBP2NL,SVs,0,1,1,CTTNBP2 N-terminal like,0.0573893,Extreme selection
CTXN1,SVs,1,0,0,cortexin 1,0.0590884,Extreme selection
CUBN,SVs,0,1,0,cubilin,0.00478141,Strong selection
CUEDC1,SVs,0,1,1,CUE domain containing 1,0.00517274,Strong selection
CUL1,SVs,1,0,1,cullin 1,0.261463,Extreme selection
CUL2,SVs,1,1,1,cullin 2,0.298685,Extreme selection
CUL3,SVs,0,1,0,cullin 3,0.227146,Extreme selection
CUL4A,SVs,0,0,1,cullin 4A,0.257467,Extreme selection
CUL4B,SVs,0,1,0,cullin 4B,0.423318,Extreme selection
CUL5,SVs,1,1,0,cullin 5,0.231552,Extreme selection
CUTC,SVs,0,0,1,cutC copper transporter,0.00309691,Strong selection
CUX1,SVs,1,1,1,cut like homeobox 1,0.107569,Extreme selection
CUX2,SVs,0,1,4,cut like homeobox 2,0.177777,Extreme selection
CWC22,SVs,0,1,0,CWC22 spliceosome associated protein homolog,0.0326906,Extreme selection
CWC27,SVs,1,0,1,CWC27 spliceosome associated cyclophilin,0.00846696,Strong selection
CWF19L1,SVs,1,0,1,CWF19 like cell cycle control factor 1,0.00186055,Strong selection
CWF19L2,SVs,1,1,1,CWF19 like cell cycle control factor 2,0.00283771,Strong selection
CX3CL1,SVs,0,1,0,C-X3-C motif chemokine ligand 1,0.0678467,Extreme selection
CX3CR1,SVs,0,1,1,C-X3-C motif chemokine receptor 1,0.00777441,Strong selection
CXADR,SVs,1,0,1,CXADR Ig-like cell adhesion molecule,0.0342539,Extreme selection
CXCL10,SVs,0,1,0,C-X-C motif chemokine ligand 10,0.00665129,Strong selection
CXCL11,SVs,0,1,0,C-X-C motif chemokine ligand 11,0.00409388,Strong selection
CXCL13,SVs,0,1,1,C-X-C motif chemokine ligand 13,0.00726216,Strong selection
CXCL16,SVs,1,0,0,C-X-C motif chemokine ligand 16,0.00459994,Strong selection
CXCL17,SVs,0,0,1,C-X-C motif chemokine ligand 17,0.00412468,Strong selection
CXCL2,SVs,0,0,1,C-X-C motif chemokine ligand 2,0.00226991,Strong selection
CXCL3,SVs,0,4,1,C-X-C motif chemokine ligand 3,0.00242222,Strong selection
CXCL6,SVs,0,0,1,C-X-C motif chemokine ligand 6,0.00127642,Strong selection
CXCL8,SVs,0,1,0,C-X-C motif chemokine ligand 8,9.8869e-4,Weak selection
CXCR1,SVs,0,0,1,C-X-C motif chemokine receptor 1,0.00108201,Strong selection
CXCR4,SVs,0,0,1,C-X-C motif chemokine receptor 4,0.0648886,Extreme selection
CXCR6,SVs,0,1,0,C-X-C motif chemokine receptor 6,0.00385549,Strong selection
CXorf66,SVs,0,0,1,chromosome X open reading frame 66,0.0225391,Extreme selection
CYB5A,SVs,0,0,1,cytochrome b5 type A,0.00532213,Strong selection
CYB5R3,SVs,0,0,4,cytochrome b5 reductase 3,0.00336714,Strong selection
CYB5R4,SVs,0,1,1,cytochrome b5 reductase 4,0.00554626,Strong selection
CYB5RL,SVs,0,0,1,cytochrome b5 reductase like,6.9683e-4,Weak selection
CYBC1,SVs,0,1,0,cytochrome b-245 chaperone 1,0.00486588,Strong selection
CYBRD1,SVs,0,0,1,cytochrome b reductase 1,0.0032065,Strong selection
CYFIP2,SVs,1,1,0,cytoplasmic FMR1 interacting protein 2,0.265417,Extreme selection
CYGB,SVs,0,0,1,cytoglobin,0.0212175,Extreme selection
CYLC2,SVs,0,4,1,cylicin 2,0.00168831,Strong selection
CYLD,SVs,1,0,0,CYLD lysine 63 deubiquitinase,0.146783,Extreme selection
CYP11A1,SVs,1,0,0,cytochrome P450 family 11 subfamily A member 1,0.00634039,Strong selection
CYP11B1,SVs,0,0,1,cytochrome P450 family 11 subfamily B member 1,0.00124624,Strong selection
CYP11B2,SVs,0,1,0,cytochrome P450 family 11 subfamily B member 2,0.00279554,Strong selection
CYP19A1,SVs,1,1,1,cytochrome P450 family 19 subfamily A member 1,0.0111254,Extreme selection
CYP20A1,SVs,0,0,1,cytochrome P450 family 20 subfamily A member 1,0.0012994,Strong selection
CYP21A2,SVs,0,0,1,cytochrome P450 family 21 subfamily A member 2,0.00212086,Strong selection
CYP24A1,SVs,0,1,1,cytochrome P450 family 24 subfamily A member 1,7.2639e-4,Weak selection
